W,L,H,Er,Cond,T,TanD
5.19e-05,0.000414,0.000164,9.0,60000000.0,5e-07,0.001
4.44e-06,0.00094,0.00028,10.0,60000000.0,5e-07,0.001
7.68e-05,0.000513,0.000243,12.5,60000000.0,5e-07,0.001
3.99e-06,0.000443,0.000159,9.5,60000000.0,5e-07,0.001
0.00108,0.000161,0.000108,12.5,60000000.0,5e-07,0.001
3.49e-05,0.00057,0.000277,10.5,60000000.0,5e-07,0.001
0.000621,0.000264,0.000124,11.0,60000000.0,5e-07,0.001
0.00301,0.00095,0.000151,9.5,60000000.0,5e-07,0.001
3.95e-06,0.00035,0.000249,12.5,60000000.0,5e-07,0.001
4.49e-05,0.000385,0.000142,9.0,60000000.0,5e-07,0.001
0.000829,0.000907,0.000262,14.0,60000000.0,5e-07,0.001
0.000172,0.000823,0.000172,9.0,60000000.0,5e-07,0.001
3.88e-06,9.4e-05,0.000245,9.0,60000000.0,5e-07,0.001
0.000829,0.000608,0.000262,10.0,60000000.0,5e-07,0.001
0.0206,0.000827,0.000259,9.0,60000000.0,5e-07,0.001
1.98e-06,0.000138,0.000157,9.0,60000000.0,5e-07,0.001
1.51e-05,0.000487,6e-05,10.5,60000000.0,5e-07,0.001
0.000133,0.000745,0.00021,11.5,60000000.0,5e-07,0.001
0.00764,0.000857,0.000192,11.0,60000000.0,5e-07,0.001
0.00367,0.00016,0.000146,10.5,60000000.0,5e-07,0.001
6.29e-05,0.000765,5e-05,11.5,60000000.0,5e-07,0.001
0.0128,0.000443,0.000128,10.5,60000000.0,5e-07,0.001
0.000647,0.000376,0.000129,13.0,60000000.0,5e-07,0.001
5.3e-06,0.00037,0.000211,12.5,60000000.0,5e-07,0.001
0.00822,0.000874,0.00026,13.0,60000000.0,5e-07,0.001
5.68e-05,0.000343,0.000226,12.5,60000000.0,5e-07,0.001
7.62e-05,0.000902,0.000152,9.0,60000000.0,5e-07,0.001
0.000708,0.000591,0.000224,13.0,60000000.0,5e-07,0.001
1.78e-05,5.1e-05,0.000282,14.0,60000000.0,5e-07,0.001
0.000417,0.000201,0.000166,11.0,60000000.0,5e-07,0.001
0.000876,0.000524,0.000277,10.0,60000000.0,5e-07,0.001
5.27e-06,0.000402,0.000264,11.5,60000000.0,5e-07,0.001
0.00656,0.000575,0.000104,9.5,60000000.0,5e-07,0.001
7.7e-05,0.000375,7.7e-05,10.0,60000000.0,5e-07,0.001
0.000152,0.000525,0.000152,13.0,60000000.0,5e-07,0.001
0.00423,0.000219,0.000212,13.5,60000000.0,5e-07,0.001
3.24e-05,0.000462,0.000129,11.5,60000000.0,5e-07,0.001
5.85e-05,0.000123,0.000185,9.0,60000000.0,5e-07,0.001
0.00842,0.000397,0.000168,10.5,60000000.0,5e-07,0.001
0.0061,0.000268,0.000193,9.5,60000000.0,5e-07,0.001
1.06e-06,0.000886,8.4e-05,12.0,60000000.0,5e-07,0.001
0.000367,0.000953,0.000184,9.0,60000000.0,5e-07,0.001
1.31e-05,0.000357,0.000131,13.5,60000000.0,5e-07,0.001
1.14e-05,0.00073,7.2e-05,11.5,60000000.0,5e-07,0.001
0.00722,0.000281,0.000144,10.0,60000000.0,5e-07,0.001
2.94e-06,0.000198,0.000117,10.5,60000000.0,5e-07,0.001
0.000141,0.000752,0.000112,13.5,60000000.0,5e-07,0.001
2.7e-06,0.000955,0.00027,11.5,60000000.0,5e-07,0.001
0.00983,0.000999,0.000247,13.0,60000000.0,5e-07,0.001
9.39e-05,0.000318,0.000297,9.0,60000000.0,5e-07,0.001
0.000162,0.000703,0.000129,10.5,60000000.0,5e-07,0.001
2.87e-05,0.000594,0.000228,13.5,60000000.0,5e-07,0.001
0.00157,0.000563,0.000157,12.5,60000000.0,5e-07,0.001
0.0109,0.000704,0.000275,9.0,60000000.0,5e-07,0.001
1.18e-05,0.000319,5.9e-05,13.5,60000000.0,5e-07,0.001
0.000196,0.00085,0.000196,13.0,60000000.0,5e-07,0.001
5.35e-05,0.000432,0.000213,9.0,60000000.0,5e-07,0.001
0.000169,0.000282,0.000169,14.0,60000000.0,5e-07,0.001
0.000275,0.000304,6.9e-05,10.5,60000000.0,5e-07,0.001
9.82e-05,0.000557,0.000196,12.0,60000000.0,5e-07,0.001
0.00168,0.000792,0.000168,13.5,60000000.0,5e-07,0.001
0.000653,0.000448,0.000164,9.5,60000000.0,5e-07,0.001
0.00383,8.8e-05,0.000192,13.0,60000000.0,5e-07,0.001
1.97e-06,0.000364,0.000124,11.0,60000000.0,5e-07,0.001
0.00299,0.000423,0.00015,10.0,60000000.0,5e-07,0.001
1.32e-06,0.000744,0.000105,14.0,60000000.0,5e-07,0.001
0.00285,0.000744,9e-05,10.0,60000000.0,5e-07,0.001
3.42e-06,0.000412,0.000272,9.5,60000000.0,5e-07,0.001
0.000144,0.000578,9.1e-05,11.0,60000000.0,5e-07,0.001
0.000326,0.000541,8.2e-05,10.0,60000000.0,5e-07,0.001
9.35e-06,0.000103,5.9e-05,11.5,60000000.0,5e-07,0.001
0.000672,0.00063,0.000134,13.0,60000000.0,5e-07,0.001
2.32e-06,1.6e-05,0.000232,9.5,60000000.0,5e-07,0.001
3.18e-05,0.000225,8e-05,12.5,60000000.0,5e-07,0.001
0.00737,3.4e-05,0.000233,11.0,60000000.0,5e-07,0.001
0.000565,0.000338,0.000283,12.0,60000000.0,5e-07,0.001
3.71e-05,0.00023,7.4e-05,10.0,60000000.0,5e-07,0.001
0.00138,0.000426,0.000138,11.5,60000000.0,5e-07,0.001
3.19e-06,0.00023,0.000127,9.5,60000000.0,5e-07,0.001
0.00509,0.000866,0.000255,10.5,60000000.0,5e-07,0.001
1.37e-05,0.000791,0.000273,14.0,60000000.0,5e-07,0.001
2.69e-06,0.000891,8.5e-05,13.0,60000000.0,5e-07,0.001
0.0059,0.000754,5.9e-05,9.5,60000000.0,5e-07,0.001
6.93e-06,0.000587,0.000174,14.0,60000000.0,5e-07,0.001
0.0159,0.000558,0.000252,13.5,60000000.0,5e-07,0.001
0.000852,0.000248,0.00017,10.5,60000000.0,5e-07,0.001
0.000441,0.00077,0.000278,11.5,60000000.0,5e-07,0.001
1.07e-05,0.000612,0.000169,12.0,60000000.0,5e-07,0.001
1.88e-05,5.7e-05,0.000237,11.5,60000000.0,5e-07,0.001
0.00102,0.000204,0.000203,11.0,60000000.0,5e-07,0.001
0.00226,0.000328,9e-05,9.0,60000000.0,5e-07,0.001
1.69e-06,0.000939,0.000134,9.5,60000000.0,5e-07,0.001
0.00172,0.000675,8.6e-05,9.5,60000000.0,5e-07,0.001
4.11e-05,0.000601,0.00013,13.5,60000000.0,5e-07,0.001
0.000308,0.000453,0.000245,12.0,60000000.0,5e-07,0.001
0.00259,0.000785,0.000103,12.0,60000000.0,5e-07,0.001
3.79e-05,0.000504,0.000151,12.5,60000000.0,5e-07,0.001
0.00648,0.000553,0.000258,9.5,60000000.0,5e-07,0.001
1.78e-05,2.9e-05,0.000141,10.0,60000000.0,5e-07,0.001
0.0134,0.000763,0.000134,14.0,60000000.0,5e-07,0.001
0.00569,0.000605,0.000285,9.0,60000000.0,5e-07,0.001
1.88e-06,8.2e-05,0.000188,12.0,60000000.0,5e-07,0.001
0.000405,0.000595,0.000203,13.5,60000000.0,5e-07,0.001
0.00138,0.000323,0.000138,10.5,60000000.0,5e-07,0.001
0.015,0.000477,0.000238,13.5,60000000.0,5e-07,0.001
0.000183,0.000153,0.00023,14.0,60000000.0,5e-07,0.001
0.000118,0.000885,9.4e-05,13.5,60000000.0,5e-07,0.001
0.00355,0.000602,0.000224,12.0,60000000.0,5e-07,0.001
0.00122,0.000928,9.7e-05,11.0,60000000.0,5e-07,0.001
0.0106,0.000762,0.000134,12.0,60000000.0,5e-07,0.001
2.85e-05,0.000856,0.00018,9.5,60000000.0,5e-07,0.001
0.000105,0.000517,0.000132,11.5,60000000.0,5e-07,0.001
0.0047,0.000528,0.000118,11.5,60000000.0,5e-07,0.001
0.00702,6.8e-05,0.000222,10.0,60000000.0,5e-07,0.001
0.00111,0.000177,0.000278,12.5,60000000.0,5e-07,0.001
0.00223,0.000809,0.000177,12.0,60000000.0,5e-07,0.001
4.54e-05,0.000485,7.2e-05,14.0,60000000.0,5e-07,0.001
5.83e-05,0.000259,0.000292,14.0,60000000.0,5e-07,0.001
0.0231,0.000579,0.000231,10.5,60000000.0,5e-07,0.001
5.53e-05,0.000878,0.000175,11.5,60000000.0,5e-07,0.001
3.55e-05,0.000726,0.000178,11.0,60000000.0,5e-07,0.001
3.19e-05,0.000638,0.000101,9.5,60000000.0,5e-07,0.001
5.88e-05,0.00079,7.4e-05,13.5,60000000.0,5e-07,0.001
0.000117,9.1e-05,0.000185,14.0,60000000.0,5e-07,0.001
0.00221,0.000697,0.000221,9.0,60000000.0,5e-07,0.001
0.00648,0.000671,0.000205,12.0,60000000.0,5e-07,0.001
7.01e-05,0.000809,0.000279,14.0,60000000.0,5e-07,0.001
0.000856,0.000821,0.000215,10.0,60000000.0,5e-07,0.001
0.0126,0.000984,0.000252,10.0,60000000.0,5e-07,0.001
6.63e-06,0.000882,0.000105,12.0,60000000.0,5e-07,0.001
0.000987,0.000902,0.000248,10.5,60000000.0,5e-07,0.001
8.4e-06,0.000289,5.3e-05,10.0,60000000.0,5e-07,0.001
0.02,0.000951,0.000252,9.0,60000000.0,5e-07,0.001
0.000228,0.000131,0.000287,10.0,60000000.0,5e-07,0.001
1.43e-05,0.000614,0.000286,10.0,60000000.0,5e-07,0.001
1.79e-06,0.00057,0.000113,10.0,60000000.0,5e-07,0.001
5.02e-05,0.000695,0.0002,9.0,60000000.0,5e-07,0.001
2.77e-05,0.000718,0.00022,12.0,60000000.0,5e-07,0.001
5.69e-05,0.000662,0.000143,13.0,60000000.0,5e-07,0.001
8.52e-06,0.000362,0.00017,13.0,60000000.0,5e-07,0.001
0.00106,0.00047,0.000134,13.0,60000000.0,5e-07,0.001
2.59e-06,0.000518,0.000206,12.5,60000000.0,5e-07,0.001
1.44e-05,0.000859,0.000287,13.0,60000000.0,5e-07,0.001
3.39e-05,0.000184,0.00017,14.0,60000000.0,5e-07,0.001
1.94e-06,0.000728,0.000154,11.0,60000000.0,5e-07,0.001
0.000262,0.00019,0.000208,10.5,60000000.0,5e-07,0.001
6.92e-07,0.000733,5.5e-05,13.5,60000000.0,5e-07,0.001
5.25e-06,0.001,0.000209,12.5,60000000.0,5e-07,0.001
5.87e-05,0.000502,9.3e-05,13.5,60000000.0,5e-07,0.001
0.000516,0.000734,0.000103,11.0,60000000.0,5e-07,0.001
5.6e-05,0.000674,0.000223,13.5,60000000.0,5e-07,0.001
0.000214,5e-05,8.5e-05,12.5,60000000.0,5e-07,0.001
0.00329,7.4e-05,0.000165,12.5,60000000.0,5e-07,0.001
0.000114,0.000979,0.000181,10.0,60000000.0,5e-07,0.001
0.00255,0.000196,6.4e-05,13.0,60000000.0,5e-07,0.001
0.008,0.000599,0.000253,13.5,60000000.0,5e-07,0.001
1.16e-05,0.000256,7.3e-05,10.5,60000000.0,5e-07,0.001
4.81e-05,0.000471,0.000152,13.0,60000000.0,5e-07,0.001
2.26e-06,0.000829,9e-05,12.5,60000000.0,5e-07,0.001
2.55e-05,0.000185,0.000128,13.0,60000000.0,5e-07,0.001
2.31e-05,0.000308,5.8e-05,13.0,60000000.0,5e-07,0.001
0.00698,0.000909,0.000278,11.5,60000000.0,5e-07,0.001
0.000145,7.7e-05,0.000183,10.0,60000000.0,5e-07,0.001
0.000227,0.000943,0.000143,12.0,60000000.0,5e-07,0.001
1.19e-05,0.000784,0.00015,10.0,60000000.0,5e-07,0.001
5.93e-05,0.00092,0.000297,13.0,60000000.0,5e-07,0.001
6.67e-05,0.000522,0.000211,12.0,60000000.0,5e-07,0.001
0.00133,0.000122,0.000167,9.0,60000000.0,5e-07,0.001
0.0116,0.000983,0.000232,12.5,60000000.0,5e-07,0.001
0.000124,0.00083,0.000156,14.0,60000000.0,5e-07,0.001
0.000422,0.000224,0.000266,13.5,60000000.0,5e-07,0.001
0.00458,0.000798,0.000289,13.5,60000000.0,5e-07,0.001
2.53e-05,0.000899,0.000201,10.5,60000000.0,5e-07,0.001
4.39e-05,0.000808,0.000277,10.0,60000000.0,5e-07,0.001
5.71e-06,0.000284,0.000114,14.0,60000000.0,5e-07,0.001
0.00382,1e-06,9.6e-05,9.0,60000000.0,5e-07,0.001
1.1e-05,0.000698,0.000276,12.0,60000000.0,5e-07,0.001
0.000278,0.00058,0.000278,9.5,60000000.0,5e-07,0.001
9e-07,0.000329,9e-05,13.5,60000000.0,5e-07,0.001
0.00112,0.000175,0.000178,12.5,60000000.0,5e-07,0.001
2.88e-06,8.5e-05,0.000288,13.5,60000000.0,5e-07,0.001
0.00326,0.000291,6.5e-05,14.0,60000000.0,5e-07,0.001
3.05e-05,0.000234,0.000242,11.5,60000000.0,5e-07,0.001
4.72e-05,0.000765,0.000298,11.0,60000000.0,5e-07,0.001
0.000389,0.000515,0.000155,13.0,60000000.0,5e-07,0.001
2.51e-06,0.000252,0.000126,11.0,60000000.0,5e-07,0.001
0.000417,0.000954,0.000209,9.0,60000000.0,5e-07,0.001
3.21e-06,0.000425,0.000255,9.0,60000000.0,5e-07,0.001
9.67e-05,0.000961,6.1e-05,14.0,60000000.0,5e-07,0.001
0.00017,0.000857,0.00017,9.0,60000000.0,5e-07,0.001
6.25e-05,0.000181,9.9e-05,13.5,60000000.0,5e-07,0.001
8.26e-06,0.000956,0.000104,12.5,60000000.0,5e-07,0.001
0.000175,0.000927,0.000175,12.0,60000000.0,5e-07,0.001
5.23e-05,0.000363,0.000262,9.0,60000000.0,5e-07,0.001
0.000366,0.000405,7.3e-05,12.0,60000000.0,5e-07,0.001
2.02e-06,0.000107,0.000202,10.0,60000000.0,5e-07,0.001
0.00103,0.00047,0.000206,9.0,60000000.0,5e-07,0.001
0.00221,0.000355,0.000221,9.5,60000000.0,5e-07,0.001
9.04e-05,7.9e-05,0.000286,11.5,60000000.0,5e-07,0.001
0.000701,8.9e-05,0.000176,12.5,60000000.0,5e-07,0.001
8.95e-05,0.00016,0.000283,12.5,60000000.0,5e-07,0.001
0.000643,0.000686,8.1e-05,12.5,60000000.0,5e-07,0.001
6.93e-06,1e-06,0.000276,10.5,60000000.0,5e-07,0.001
0.000321,0.000672,0.000255,14.0,60000000.0,5e-07,0.001
3.86e-06,3e-06,7.7e-05,14.0,60000000.0,5e-07,0.001
0.00124,0.000408,0.000247,11.0,60000000.0,5e-07,0.001
0.00481,0.000375,0.000241,9.0,60000000.0,5e-07,0.001
0.0005,0.000288,0.000158,11.5,60000000.0,5e-07,0.001
0.00675,0.000956,8.5e-05,9.5,60000000.0,5e-07,0.001
0.00398,0.000246,0.000251,9.0,60000000.0,5e-07,0.001
1.9e-05,0.000147,9.5e-05,9.0,60000000.0,5e-07,0.001
0.00269,0.000759,0.00017,11.0,60000000.0,5e-07,0.001
6.04e-05,0.000692,0.000191,11.5,60000000.0,5e-07,0.001
5.3e-06,0.00021,8.4e-05,11.0,60000000.0,5e-07,0.001
1.7e-05,0.000203,0.000269,11.0,60000000.0,5e-07,0.001
7.15e-06,0.000661,9e-05,11.0,60000000.0,5e-07,0.001
1.74e-05,0.000465,0.000174,11.5,60000000.0,5e-07,0.001
0.000702,0.000665,0.000222,10.0,60000000.0,5e-07,0.001
0.00475,9.8e-05,0.000189,10.5,60000000.0,5e-07,0.001
3.19e-06,0.000923,0.000201,12.5,60000000.0,5e-07,0.001
5.15e-06,0.00047,0.000258,11.0,60000000.0,5e-07,0.001
0.0011,0.000969,8.7e-05,9.5,60000000.0,5e-07,0.001
0.000279,0.000921,0.000279,14.0,60000000.0,5e-07,0.001
0.000269,0.000946,0.00017,12.5,60000000.0,5e-07,0.001
0.000271,0.000651,0.000136,9.0,60000000.0,5e-07,0.001
0.000697,0.000213,0.000139,9.0,60000000.0,5e-07,0.001
2.54e-05,0.000907,0.000254,10.5,60000000.0,5e-07,0.001
8.03e-06,0.000979,0.000254,10.5,60000000.0,5e-07,0.001
0.000688,0.000304,0.000274,14.0,60000000.0,5e-07,0.001
0.00193,5.2e-05,0.000243,11.5,60000000.0,5e-07,0.001
0.00157,0.000855,0.000249,13.5,60000000.0,5e-07,0.001
0.00136,0.000577,5.4e-05,13.5,60000000.0,5e-07,0.001
6.65e-06,0.000334,0.000167,11.5,60000000.0,5e-07,0.001
1.01e-06,0.00075,8e-05,9.0,60000000.0,5e-07,0.001
0.00608,0.000595,0.000242,10.0,60000000.0,5e-07,0.001
1.64e-05,0.000258,5.2e-05,13.0,60000000.0,5e-07,0.001
0.000727,0.000237,0.000145,10.5,60000000.0,5e-07,0.001
5.58e-06,0.00073,0.000222,13.5,60000000.0,5e-07,0.001
0.00126,0.000676,0.000252,12.0,60000000.0,5e-07,0.001
0.0217,6.7e-05,0.000217,10.5,60000000.0,5e-07,0.001
0.00121,0.000115,9.6e-05,13.5,60000000.0,5e-07,0.001
5.5e-06,0.00065,0.000174,9.5,60000000.0,5e-07,0.001
0.000869,0.000539,6.9e-05,14.0,60000000.0,5e-07,0.001
0.000433,0.000332,0.000273,10.0,60000000.0,5e-07,0.001
0.000128,0.000266,6.4e-05,9.5,60000000.0,5e-07,0.001
0.000485,0.000171,6.1e-05,14.0,60000000.0,5e-07,0.001
2.61e-06,0.000835,0.000261,12.5,60000000.0,5e-07,0.001
0.000848,0.000833,0.000213,9.0,60000000.0,5e-07,0.001
7.43e-05,0.000502,5.9e-05,12.5,60000000.0,5e-07,0.001
0.000281,0.000646,0.000281,9.0,60000000.0,5e-07,0.001
9.1e-06,0.000598,9.1e-05,13.0,60000000.0,5e-07,0.001
0.0053,0.000876,0.000211,13.5,60000000.0,5e-07,0.001
5.57e-05,0.000593,0.000279,10.5,60000000.0,5e-07,0.001
8.19e-06,0.000594,0.000259,11.5,60000000.0,5e-07,0.001
0.000225,0.000655,0.000142,11.0,60000000.0,5e-07,0.001
3.07e-05,0.000925,0.000194,10.5,60000000.0,5e-07,0.001
6.88e-06,0.000244,0.000274,13.5,60000000.0,5e-07,0.001
5.86e-05,0.000977,0.000117,12.0,60000000.0,5e-07,0.001
1.23e-06,0.000435,9.8e-05,12.5,60000000.0,5e-07,0.001
0.00342,0.000983,0.000136,9.0,60000000.0,5e-07,0.001
8.64e-06,0.000414,0.000217,14.0,60000000.0,5e-07,0.001
8.12e-05,0.000982,0.000204,12.0,60000000.0,5e-07,0.001
1.43e-05,0.000657,9e-05,11.5,60000000.0,5e-07,0.001
0.000236,0.000638,0.000149,10.0,60000000.0,5e-07,0.001
1.76e-05,0.000267,0.000222,13.5,60000000.0,5e-07,0.001
0.0035,0.000326,0.000221,12.5,60000000.0,5e-07,0.001
0.000171,0.000636,5.4e-05,10.5,60000000.0,5e-07,0.001
0.000449,0.000794,0.000142,11.5,60000000.0,5e-07,0.001
0.00325,0.000237,0.000258,10.0,60000000.0,5e-07,0.001
0.029,0.000899,0.00029,12.0,60000000.0,5e-07,0.001
7.92e-06,0.000628,0.000158,14.0,60000000.0,5e-07,0.001
0.00144,0.000978,0.000144,10.5,60000000.0,5e-07,0.001
0.000214,0.000664,0.000214,11.0,60000000.0,5e-07,0.001
0.00045,0.000774,0.000113,10.5,60000000.0,5e-07,0.001
3.47e-05,0.00066,0.000174,10.0,60000000.0,5e-07,0.001
0.000581,0.000783,0.000291,11.0,60000000.0,5e-07,0.001
0.00254,0.000991,0.000101,12.0,60000000.0,5e-07,0.001
0.000132,0.000814,8.3e-05,14.0,60000000.0,5e-07,0.001
2.91e-05,0.000776,0.000146,13.5,60000000.0,5e-07,0.001
0.00242,0.000431,0.000242,11.5,60000000.0,5e-07,0.001
0.00114,0.000358,0.000227,10.5,60000000.0,5e-07,0.001
2.06e-06,0.000317,0.000164,11.5,60000000.0,5e-07,0.001
6.05e-05,0.000658,0.000152,12.5,60000000.0,5e-07,0.001
4.58e-06,0.000107,0.000115,11.5,60000000.0,5e-07,0.001
4.12e-05,0.000669,0.000164,10.5,60000000.0,5e-07,0.001
0.000184,0.000908,0.000232,11.0,60000000.0,5e-07,0.001
3.18e-06,8.2e-05,8e-05,10.0,60000000.0,5e-07,0.001
0.00329,0.000646,0.000165,9.0,60000000.0,5e-07,0.001
0.000644,0.000431,0.000102,12.5,60000000.0,5e-07,0.001
0.0062,0.000256,6.2e-05,13.5,60000000.0,5e-07,0.001
7.19e-05,0.000866,0.000114,10.0,60000000.0,5e-07,0.001
0.00191,0.000846,0.000241,13.0,60000000.0,5e-07,0.001
1.87e-05,0.000134,0.000297,10.5,60000000.0,5e-07,0.001
2.48e-06,0.000309,0.000197,12.5,60000000.0,5e-07,0.001
0.00222,0.000999,0.000279,14.0,60000000.0,5e-07,0.001
0.00215,0.000727,0.000215,10.0,60000000.0,5e-07,0.001
0.000303,0.000819,0.000152,14.0,60000000.0,5e-07,0.001
5.65e-05,0.000327,0.000283,13.0,60000000.0,5e-07,0.001
0.000236,0.000406,9.4e-05,14.0,60000000.0,5e-07,0.001
0.000133,0.000931,0.000266,10.5,60000000.0,5e-07,0.001
7.5e-07,4.3e-05,7.5e-05,13.5,60000000.0,5e-07,0.001
0.00223,0.000214,0.000223,9.5,60000000.0,5e-07,0.001
1.88e-06,0.000292,0.000188,9.0,60000000.0,5e-07,0.001
0.0132,0.000458,0.000209,12.5,60000000.0,5e-07,0.001
0.0114,0.000348,0.000287,12.5,60000000.0,5e-07,0.001
0.0156,2.1e-05,0.000156,13.5,60000000.0,5e-07,0.001
2.91e-05,7e-05,0.000291,14.0,60000000.0,5e-07,0.001
1.98e-06,0.000988,0.000125,11.5,60000000.0,5e-07,0.001
0.00014,0.00073,0.00014,13.5,60000000.0,5e-07,0.001
1.38e-05,0.00092,8.7e-05,11.0,60000000.0,5e-07,0.001
1.38e-06,0.000651,5.5e-05,12.0,60000000.0,5e-07,0.001
1.11e-05,0.000717,7e-05,12.0,60000000.0,5e-07,0.001
1.06e-05,0.000454,0.000106,13.0,60000000.0,5e-07,0.001
6.5e-05,0.000542,6.5e-05,13.0,60000000.0,5e-07,0.001
0.0045,0.000314,0.000284,10.0,60000000.0,5e-07,0.001
2.67e-05,0.000662,0.000267,10.0,60000000.0,5e-07,0.001
6.7e-06,0.000609,6.7e-05,13.5,60000000.0,5e-07,0.001
0.00162,0.000709,0.000129,13.0,60000000.0,5e-07,0.001
2.13e-05,0.000831,0.000169,11.0,60000000.0,5e-07,0.001
0.000115,0.0008,0.000288,10.5,60000000.0,5e-07,0.001
0.00588,0.00095,0.000186,11.0,60000000.0,5e-07,0.001
0.0224,0.000241,0.000282,13.5,60000000.0,5e-07,0.001
0.0129,0.000623,0.000162,10.5,60000000.0,5e-07,0.001
0.00172,0.000978,0.000272,11.5,60000000.0,5e-07,0.001
1.72e-05,0.000875,0.000137,11.5,60000000.0,5e-07,0.001
0.000118,0.000871,5.9e-05,9.0,60000000.0,5e-07,0.001
2.21e-05,0.000654,7e-05,9.0,60000000.0,5e-07,0.001
2.95e-06,0.000132,0.000295,9.0,60000000.0,5e-07,0.001
0.000142,0.000424,0.000225,10.0,60000000.0,5e-07,0.001
2.73e-05,0.000743,0.000273,14.0,60000000.0,5e-07,0.001
0.000356,7.8e-05,7.1e-05,13.5,60000000.0,5e-07,0.001
1.93e-05,2.7e-05,0.000243,9.0,60000000.0,5e-07,0.001
6.38e-06,0.000626,0.000254,10.5,60000000.0,5e-07,0.001
4.97e-05,0.000324,0.000249,13.0,60000000.0,5e-07,0.001
0.000822,0.000579,0.000164,9.5,60000000.0,5e-07,0.001
0.000612,0.000238,7.7e-05,14.0,60000000.0,5e-07,0.001
0.0104,0.000569,0.000165,14.0,60000000.0,5e-07,0.001
4.54e-06,0.000564,0.000114,12.5,60000000.0,5e-07,0.001
0.000928,4.7e-05,0.000233,11.0,60000000.0,5e-07,0.001
5.49e-05,0.000566,8.7e-05,9.5,60000000.0,5e-07,0.001
0.00152,0.000147,9.6e-05,10.5,60000000.0,5e-07,0.001
0.00117,0.000362,0.000147,9.0,60000000.0,5e-07,0.001
0.0029,0.000587,0.00023,10.5,60000000.0,5e-07,0.001
6.88e-05,0.000565,0.000109,14.0,60000000.0,5e-07,0.001
3.76e-06,6.9e-05,7.5e-05,11.0,60000000.0,5e-07,0.001
8.79e-05,0.000504,0.000278,9.5,60000000.0,5e-07,0.001
2.63e-05,0.000632,0.000263,10.5,60000000.0,5e-07,0.001
0.000408,0.000832,0.000129,11.0,60000000.0,5e-07,0.001
0.00499,0.000647,0.00025,10.0,60000000.0,5e-07,0.001
0.000138,1.9e-05,5.5e-05,12.5,60000000.0,5e-07,0.001
0.00112,0.000926,0.000281,11.5,60000000.0,5e-07,0.001
0.000742,0.000139,0.000148,13.0,60000000.0,5e-07,0.001
0.000255,0.000444,6.4e-05,11.5,60000000.0,5e-07,0.001
3.5e-06,0.000152,8.8e-05,12.5,60000000.0,5e-07,0.001
0.00028,0.000306,0.00028,13.5,60000000.0,5e-07,0.001
0.000206,0.000967,0.000103,9.5,60000000.0,5e-07,0.001
0.00741,0.000454,0.000295,12.0,60000000.0,5e-07,0.001
1.27e-06,0.000407,0.000101,9.0,60000000.0,5e-07,0.001
2.43e-06,0.000223,7.7e-05,13.0,60000000.0,5e-07,0.001
0.000237,0.000806,0.000188,14.0,60000000.0,5e-07,0.001
2.45e-05,0.00074,0.000123,13.5,60000000.0,5e-07,0.001
1.07e-05,0.000744,0.000214,13.5,60000000.0,5e-07,0.001
1.07e-05,0.000641,0.000269,14.0,60000000.0,5e-07,0.001
0.00321,0.000668,0.000161,10.5,60000000.0,5e-07,0.001
5.72e-06,0.000746,0.000181,13.0,60000000.0,5e-07,0.001
0.00204,0.000809,0.000162,9.5,60000000.0,5e-07,0.001
0.000425,0.000429,0.000169,11.5,60000000.0,5e-07,0.001
0.00164,0.000638,0.000207,13.5,60000000.0,5e-07,0.001
7.3e-05,0.000275,7.3e-05,10.0,60000000.0,5e-07,0.001
6.63e-05,1.9e-05,0.000264,13.0,60000000.0,5e-07,0.001
0.000155,0.000209,0.000195,13.5,60000000.0,5e-07,0.001
0.00093,0.000138,9.3e-05,12.5,60000000.0,5e-07,0.001
0.0058,0.000131,9.2e-05,14.0,60000000.0,5e-07,0.001
3.3e-06,0.00045,8.3e-05,11.5,60000000.0,5e-07,0.001
0.0097,0.000128,9.7e-05,12.0,60000000.0,5e-07,0.001
9.39e-06,0.000421,0.000297,11.0,60000000.0,5e-07,0.001
0.000322,0.000509,0.000203,10.5,60000000.0,5e-07,0.001
9.27e-06,0.000349,0.000185,12.0,60000000.0,5e-07,0.001
0.000231,0.000722,7.3e-05,13.5,60000000.0,5e-07,0.001
3.06e-06,0.000359,0.000243,10.5,60000000.0,5e-07,0.001
2.56e-06,0.000779,8.1e-05,13.0,60000000.0,5e-07,0.001
6.31e-05,0.000991,0.0001,13.0,60000000.0,5e-07,0.001
6.01e-05,0.000888,0.000151,11.5,60000000.0,5e-07,0.001
0.00844,0.0004,0.000212,12.5,60000000.0,5e-07,0.001
0.000138,0.000324,0.000218,10.5,60000000.0,5e-07,0.001
0.00429,0.000855,6.8e-05,10.5,60000000.0,5e-07,0.001
2.56e-05,0.000686,5.1e-05,12.5,60000000.0,5e-07,0.001
0.000465,0.000904,0.000233,13.5,60000000.0,5e-07,0.001
0.00181,0.000394,7.2e-05,9.0,60000000.0,5e-07,0.001
0.0197,0.000971,0.000197,14.0,60000000.0,5e-07,0.001
0.00933,0.000132,0.000295,13.5,60000000.0,5e-07,0.001
0.000625,0.000862,9.9e-05,12.5,60000000.0,5e-07,0.001
0.000557,0.000992,0.000279,11.0,60000000.0,5e-07,0.001
0.000206,0.000433,0.000103,10.5,60000000.0,5e-07,0.001
